prvccID	language
STALL_ONSETPWD_VIP	<color=#58C02BFF>贵族{0}</color>及以上才可以设置密码
STALL_ONSETPWD_SIX	请输入六位数密码
STALL_ITEM_NEEDPWD	{0}<color=#58C02BFF>\n(需要密码)</color>
EXIT_DUPLICATION_ZERO_SCORE	退出副本你此次获得的积分为0.是否退出
SMALL_FLY_SHOE_VIP_FREE_TIPS	贵族1无消耗使用小飞鞋
TIPS_BADWORD_ERR	输入的文字存在敏感词
BATTLEG_GETSOCRE	{0}分奖励
BUY	 购买
VIP_EXPIRATION_DAY	贵族剩余时间:{0}天
VIP_DAYEXP	(每天登陆附加{0}点贵族经验)
VIP_CONSUME	每消耗<color=#62ba3c> {0}非绑定 </color>魔石获得<color=#62ba3c> {1} </color>点贵族经验
STALL_SETPWD_TIPS	交易密码贵族{0}及以上可以使用
COLORCENGSHU_JIESUAN2	<color=#E2D5C7FF>{0}万</color>
COLORCENGSHU_JIESUAN1	<color=#E2D5C7FF>{0}层</color>
MOUNT_LIMIT_MAP	当前不能骑乘坐骑
MOUNT_LIMIT_STATE	处于战斗中不能上马
VIP_TAST_TIME	 <color=#00ff00>贵族体验时间：     <color=#ff0000>{0}:{1}</color></color>
FAST_QUALITY	流畅画质将提升电池续航能力和游戏流畅度，是否使用流畅画质？
NORMAL_QUALITY	普通画质将提升画面质量，但是同时增大电量消耗并可能影响游戏流畅度，是否使用普通画质？
HIGH_QUALITY	精细画质将提升画面质量，但是同时增大电量消耗并可能影响游戏流畅度，是否使用精细画质？
QUALITY_ERRO	副本中无法切换画质
ITEM_SELL	出售
ITEM_SELL_CONTENT	是否出售{0}*{1}，点击确定道具将永远消失
UNUSER_STAR_GOODS	法宝阶级已满
STALL_ONBUYITEMPWD_VIP	<color=#58C02BFF>贵族{0}</color>及以上才可以购买
UI_STAR_MONSTER_MAX	已满
STAR_MONSTER_FULL_TIP	击败怪物数不再共享
UI_EQUIP_ENHANCE_ELEMENT	(当前已达上限)
VIP_EXPIRATION_HOUR	贵族剩余时间:{0}小时
VIP_EXPIRATION_HOUR_MIN	贵族剩余时间:{0}小时{1}分钟
VIP_EXPIRATION_MIN	贵族剩余时间:{0}分钟
EVERY_DAY_CAN_BUY	每日可购买<color=#62ba3c> {0}/{1} </color>次
SHORTTREASURE_COM	已全部通关
GOODS_NOT_UPSTAR	请使用{0}
GOODS_USED_LIMIT	该威能已到达使用上限
GOTO	前往
IF_COST_BUY	是否花费<color=#c02b32>  {0}  </color>
SOCAIL_FEEDBACK_SEND_COUNT	已发送次数{0}/{1}
SOCAIL_FEEDBACK_SEND_MAX	反馈次数已用完
SOCAIL_FEEDBACK_NOTNULL	请输入反馈内容
TEAM_NONE_TARGET	无目标
JUNTIAN_ADD_SCOR	军团资金:+{0}
ZHANXUN_DUOSHAO	战勋:+{0}
IN_HALF_HOUR	0.5小时之内
OUT_HALF_HOUR	0.5小时之前
SETTING_UID	角色号:{0}
SETTING_DEFAULT	魔域默认服
SAME_GROUP	同一军团
NOTGRAB_FRIEND	同一军团或者好友不能抢夺
ZHOU_MINGZI	周
DENGJI_CHANGE	等级
CANNOTATTACKPALER	已完成目标,无法攻击,即将退出活动
STALL_SEARCH_NULL	没有此类商品
UI_MAX	最大
UI_EQUIP_COMPOSE_NO_FIT_EQUIP	背包内没有符合条件的装备
UI_EQUIP_COMPOSE_MIN_THREE_EQUIP	至少需要3件装备才能合成
UI_EQUIP_COMPOSE_FAIL	合成失败
UI_EQUIP_COMPOSE_UNLOCK_LEVEL	达到{0}级才能开启合成
UI_ACHIEVEMENT_ALL_SEE	成就总览
UI_MONSTER_STAR_EXP	{0}% 经验
UI_EQUIP_GEM_SHOP_BTN	可镶嵌{0}宝石
EXTRAEXPERIENCE	经验
TEAM_EXP_ADD_PER	经验 +{0}%
TASK_EQUIP_Forge	<color=#00ff00>{0}</color>锻造至<color=#00ff00>{1}</color>级({2}/{3})
NOTIFICATION_FORMAT1	{0} - {1}（{2} - {3}级）
NOTIFICATION_FORMAT2	无目标（{0} - {1}级）
DAILYBOXLUCKYCELL	<color=#3E78AE>{0}</color>打开魔盒，获得{1}*{2}
LADDER_EQUIP_ALLSCORE	评分
NOTIFICATION_FORMAT2	无目标（{0} - {1}级）
COIN_MEGABYTE	兆
COIN_JING	京
DAILYBOXLEFTTIMES	今日还可开启{0}次
TIMESISUP	今日次数已用尽
FRIENDS_ADD_SEARCH	操作过于频繁，请稍候尝试
RECHARGE_IN_ACTIVITY_FRONT	活动期间累计充值达到{0}/{1}
RECHARGE_IN_ACTIVITY_MIDDLE	即可领取
INVESTMENT_AND_FINANCE	投资理财
SEVEN_GIFTS	七日豪礼
SUCCESS_BUY_FUD	你已经成功购买当前{0}魔石成长基金
TALISMAN_COLOR_PURPLE	紫色
TALISMAN_COLOR_WHITE	白色
TALISMAN_COLOR_GREEN	绿色
TALISMAN_COLOR_BLUE	蓝色
TALISMAN_COLOR_ORANGE	橙色
TALISMAN_COLOR_ALLQ	全部
TALISMAN_PHAG_QUALITY	品质
TALISMAN_PHAG_RANK	阶数
DAY_HOUR_MINUTE_SECOND	活动倒计时：{0}天{1}小时{2}分钟{3}秒
SAME_ACCOUNT_LOGIN_TIPS	您的账号已在别处登陆。如果这不是您本人所为，您应该更换密码并检查您的账号安全设定
BANGDING_MOSHI	获得绑定魔石:{0}
EMOBIHUODE	获得恶魔币:{0}
HUODEJINBI	获得金币:{0}
HUODEJINBI2	未达成
YUAN	{0}魔石
ONLINEAMOUNT	在线数量:
YONGHUDEGNLU	用户登录
YONGHUDZHUCE	用户注册
YONGHUDEGNLU1   前往登录  
YONGHUDEGNLU2   注册
YONGHUDEGNLU3   前往注册  
YONGHUDEGNLU4   登录

